,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
75862,200308280002,2003,8,28,,0,,217,United States,1,North America,California,Emeryville,37.831455,-122.285164,1.0,0,,"08/28/2003: An explosive device detonated at the Chrion Corporation headquarters in Emeryville, California, United States. There were no reported casualties in the blast. This was one of two attacks at the headquarters on the same day; this later explosion was timed to detonate when first responders arrived at the scene. The Animal Liberation Front (ALF) claimed responsibility for the incidents.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4.0,Multinational Corporation,Chiron Corporation,Headquarters,217.0,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,,0.0,,,0,1.0,1.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,A pipe bomb consisting of ammonium nitrate slurry and a timer.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"Paul Elias, ""Two small blasts shatter windows at Emeryville biotech offices,"" The Associated Press, August 23, 2003.","""Chiron sues animal activists, alleging violent harassment,""  The Associated Press, January 27, 2004.","Paul Elias, ""Violent protests erupting over biotechnology,"" October 15, 2003.",UMD Miscellaneous,0,1,0,1,"200308280001, 200308280002"
75972,200310150003,2003,10,15,,0,,217,United States,1,North America,South Carolina,Greenville,34.84802,-82.400219,1.0,0,,"10/15/2003: A ricin-laced letter, addressed to the Department of Transportation in Washington, DC, U.S.A., was intercepted at a mail sorting facility in Greenville, South Carolina. The letter, which threatened future ricin attacks if the government didn't pass pending trucking legislation, was signed by ""Fallen Angel."" The letter had a message on the outside of the envelope that read, ""caution RICIN POISON Enclosed in sealed container. Do not open without proper protection."" The author identified himself as a ""fleet owner of a tanker company.""",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,2,Government (General),21.0,Government Building/Facility/Office,U.S. Department of Transportation,"The Federal Carrier Safety Administration within the U.S. Department of Transportation in Greenville, South Carolina.",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,One of the perpetrator's complaints was with the government's inability to pass pending federal trucking legislation.,0.0,,,1,1.0,0.0,1.0,1.0,Letter,,,,,,,-9.0,1,Biological,,,,,,,,,,,,,,,Ricin was sent through the mail in a package.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Similar ricin laced letters were sent to the White house and to the offices of US Senate Majority leader Bill Frist. The FBI is offering a 100,000 reward for information leading to the arrest of the letter sender (cf. 200311120001 and 200402020010).","Allen Lengel, ""Ricin Investigation Still Wide Open,"" Washington Post, April 6, 2004.","""FBI offers $100,000 reward in ricin case,"" CNN.com January 7, 2004.",,CETIS,-9,-9,0,-9,
76035,200311120005,2003,11,12,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1.0,0,,"11/12/2003: A letter, laced with ricin, was intercepted in a sorting office before it was to be delivered to the White House. Authorities safely disposed of the ricin without incident, but did not disclose the potential attack to the public for three months. The government claims that they did not make the incident public because the ricin posed no ""public health risk."" The letter containing the substance was signed by ""Fallen Angel"" the same author of a similar ricin-laced letter intercepted in October. Both letters complained about pending federal trucking regulations.",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,2,Government (General),17.0,Head of State,Executive Branch,The White House,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,One of the perpetrator's complaints was with the government's inability to pass pending federal trucking legislation.,0.0,,,1,1.0,0.0,1.0,1.0,Letter,,,,,,,-9.0,1,Biological,,,,,,,,,,,,,,,Ricin was sent through the mail in a package.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Similar ricin laced letters were sent to the department of transportation and to the offices of senate majority leader Bill Frist. The FBI is offering a 100,000 reward for information leading to the arrest of the letter sender. Over 40 police and government staff were quarantined although none were harmed by the letters (cf. 200310150001 and 200402020010)","James Gordon Meek, ""Authorities caught ricin-laced letter to White House in November,"" The New York Daily News, February 4, 2004.","Toni Locy and Kevin Johnson, ""Feds didn't report ricin for 5 days,"" USA Today, February 5, 2004.",,CETIS,-9,-9,0,-9,
76267,200402020010,2004,2,2,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1.0,0,,"02/02/2004:  The office of Senate majority leader Bill Frist in Washington D.C., U.S.A., received an envelope filled with ricin from an unknown individual.  No injuries were reported in the incident.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,United States Senate,The office of U.S. Senate Majority leader Bill Frist in Washington D.C.,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,1,Biological,,,,,,,,,,,,,,,Ricin was sent through the mail in a package.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Jesse J. Holland, “Poisonous Ricin Shows up in Senate Mailroom, Frist Says,” The Associated Press, February 3, 2004.","Dan Eggen and Carol Leonnig, “Investigators Seek Ties in Anthrax, Ricin Cases,” The Washington Post, January 4, 2004.","Curt Anderson, “Investigators Struggle With Ricin Probe,” The Associated Press, March 10, 2004.",CETIS,-9,-9,0,-9,
76392,200404010004,2004,4,1,,0,,217,United States,1,North America,Oklahoma,Oklahoma City,35.472015,-97.520354,1.0,0,,"4/1/2004: Attempting to initiate a race war, Sean Gillespie hurled a Molotov cocktail at Temple B'nai Israel in Oklahoma City, Oklahoma, United States.  There were no casualties but the building sustained minor damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Synagogue,"Temple B'nai Israel, Oklahoma City",217.0,United States,,,,,,,,,,,,,,,,,White supremacists/nationalists,,,,,,Sean Gillespie hoped that his actions would initiate a race war that would incite others to attack Jews.,0.0,,,1,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Brick wall and glass door damaged,0.0,,,,,,,0.0,,,,,,,,,"Sean Gillespie was a former member of the Aryan Nations.  After his conviction, he sent a letter to Temple B'nai Israel stating that he was attempting to ignite a race war.","Sean Murphy, ""Man Who Firebombed Jewish Temple Handed 39-Year Sentence,"" Associated Press, August 30, 2005.","""Washington Man Convicted in Attack on Synagogue,"" Associated Press, April 26, 2005.","Mark Potok Ed., ""Terror From the Right: 75 Plots, Conspiracies and Racist Rampages Since Oklahoma City,"" Southern Poverty Law Center, 2009.",Hewitt Project,-9,-9,0,-9,
76652,200406140004,2004,6,14,,0,,217,United States,1,North America,Utah,West Jordan,40.60675,-111.938754,1.0,0,,"06/14/2004: The Earth Liberation Front (ELF) claimed responsibility for starting a fire that caused about $1.5 million in damages to a lumber warehouse in West Jordan, Utah, U.S.A. In a fax claim of responsibility, someone representing the group stated that the lumberyard was attacked because of excessive pollutants released by Stock Building Supply's (owner of the lumberyard) forklifts. In October of 2004, Justus Ireland admitted to setting fire to a delivery truck and a pallet full of wood at the lumber yard.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5.0,Industrial/Textiles/Factory,Stock Building Supply,"A Stock Building Supply lumber warehouse in West Jordan, Utah",217.0,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,,,,,"According to the fax claiming responsibility, the lumberyard was targeted because it allegedly ignored warnings to repair forklifts that emit ""far more pollutants than average diesel engines.""",0.0,,,0,1.0,1.0,1.0,9.0,Other,,,,,,,-9.0,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Major (likely >= $1 million but < $1 billion),1500000.0,Ireland placed a lighted flare under a pallet loaded with cardboard and wood and another on the seat of a delivery truck at the lumber yard.,0.0,,,,,,,,,,,,,,,,"Justus A. Ireland, 23, admitted to starting a June 14, 2004 fire.  He also said he spray painted the word ""ELF"" in various places on the site and sent a fax to news media claiming responsibility on behalf of the Earth Liberation Front.","""Radical Greens Claim Credit for Utah Fire,"" United Press International, June 16, 1004.","Alexander Sage, ""FBI investigating claims allegedly by radical group that they started lumber yard fire,"" The Associated Press, June 16th, 2004.","""Two men charged with arson in ecoterrorism fires plead guilty,"" The Associated Press, October 1, 2004.",CETIS,0,1,0,1,
80108,200603030013,2006,3,3,,0,,217,United States,1,North America,North Carolina,Chapel Hill,35.904912,-79.046913,1.0,0,"""The Pit"" on the University of North Carolina campus","3/3/2006: Mohammed Reza Taheri-azar rented a Jeep Cherokee and drove it through a crowed of people gathered in ""The Pit"" on the University of North Carolina- Chapel Hill campus in North Carolina, United States.  His intention was to hurt or kill people in order to ""avenge the deaths of Muslims around the world.""  He was acting alone.  Although he was born in Iran, he was raised in the United States and was a citizen of the United States.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,70.0,Student,Students,"Students gathered the University of North Carolina campus in an area called ""The Pit""",217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"Mohammed Reza Taheri-azar wanted to hurt people in order to ""avenge the deaths of Muslims around the world.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,0.0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,"The individual drove a Jeep Cherokee into a group of students gathered in an area known as ""The Pit"".",0.0,0.0,0.0,9.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"The individual drove his rented Jeep Cherokee into a common gathering area, with the intention of killing people, in order to  ""avenge the deaths of Muslims around the world.""  He was born in Iran, but grew up in the United States and became a full U.S. citizen in 1991. He appears to have acted alone.","Karin Rives, ""UNC attacker sought revenge; But Mohammed Reza Taheri-azar appears to have acted alone, campus police say"", The News and Observer, March 5, 2006","Jim Nesbitt, ""UNC attack called terror; Experts say driver was, luckily, inept"", The News & Observer, March 14, 2006","Emery P. Dalesio, ""Suspect rented SUV to maximize injuries in UNC attack, police say"", The Associated Press, March 8, 2006",UMD Miscellaneous,-9,-9,0,-9,
81198,200607280004,2006,7,28,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1.0,0,,"7/28/2006: Naveed Afzal Haq forced his way into Jewish Federation of Greater Seattle, headquarters of the philanthropic organization, building by holding a gun to the head of a teenage girl.  He then shot 6 women working there, killing one of them and injuring the other five.  One of the victims called 911. Dispatchers calmed Haq and he exited the building with his hands on his head, where police arrested him.",1,1,1,1,2.0,Other Crime Type,0,1,0,2,Armed Assault,,,,,1,Business,,,Jewish Philanthropic Organization,Jewish Federation of Greater Seattle,217.0,United States,,,,,,,,,,,,,,,,,Anti-Semitic extremists,,,,,,"Upon entering the building, Naveed Afzal Haq stated, ""I'm Muslim American.  I'm angry at Israel.""  He also stated to a 911 dispatcher that, ""These are Jews and I'm tired of getting pushed around and our people getting pushed around by the situation in the Middle East.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,0.0,5,Firearms,3.0,Handgun,,,,,,,,,,,,,,1.0,1.0,0.0,5.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,The mental state of the individual has been questioned.  He has been arrested in the past for indecent exposure and had a history of mental problems.,"Sharyn L. Decker, ""Multiple Charges Filed in Seattle Shootings Six were Attacked at Jewish Center"", The Washington Post, July 30, 2006.","Toby Harden, ""Muslim shoots six in the US and blames Israel"", The Sunday Telegraph, July 30, 2006.","Stuart Winter, ""Women are shot by gunman in rampage against US Jews"", Sunday Express, July 30, 2006.",UMD Miscellaneous,-9,-9,0,-9,
81505,200609110007,2006,9,11,,0,,217,United States,1,North America,Iowa,Davenport,41.523505,-90.577549,1.0,0,,"09/11/2006: At approximately 4:30 a.m. local time, an individual drove his vehicle into the Edgerton Women's Health Center in Davenport, Iowa, United States, and subsequently set the vehicle on fire. David Robert McMenemy of Michigan was arrested, charged with ‘arson against a business affecting interstate commerce’, and sentenced to five years in prison for committing this attack. McMenemy mistakenly thought that this facility performed abortions. No proof was revealed that McMenemy was associated with any anti-abortion group. No casualties resulted from this attack, although property damage did occur. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,6.0,Medical/Pharmaceutical,Unknown,Edgerton Women's Health Center,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,McMenemy mistakenly thought that this facility performed abortions.,0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,8.0,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,,"“Man accused of ramming car into women's clinic in Davenport,” The Associated Press State & Local Wire, September 12, 2006.","“Detroit man gets 5 years for burning Davenport women's clinic,” The Associated Press State & Local Wire, June 30, 2007.",,CETIS,-9,-9,0,-9,
82604,200703180002,2007,3,18,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1.0,0,7700 block of East Eighth Place in Cherry Creek area of Denver,"3/18/2007: Grant Barnes, suspectedly affiliated with the Earth Liberation Front (ELF), planted an incendiary device near a parked 2007 Chevrolet Suburban at the 700 block of East 8th Place in the Cherry Creek neighborhood of Denver, Colorado in the United States.  A second incendiary was also found near another SUV on this day. These devices did not detonate, thus, no damage or injuries were caused in the incident.  However, these were two in a series of seven firebombs which Barnes planted in the Cherry Creek area, targeting SUVs over the course of four days.  Two of the other devices exploded.  Barnes was arrested on March 22, 2007, indicted, and pled guilty in July  2007, and sentenced to 12 years in prison.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,,Sports utility vehicles owned by private citizens,217.0,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,,,,,"Specific motive is unknown, but is suspected to be environmentalist-related.",1.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"These were two in a series of seven firebombs which Barnes planted in the Cherry Creek area, targeting SUVs over the course of four days.  Two of the other devices exploded.  Barnes was arrested on March 22, 2007, indicted, and pled guilty in July  2007, and sentenced to 12 years in prison. At the time of his arrest, authorities discovered seven improvised incendiary devices, similar to those found under the vehicles, and gas cans, a box of long matches, a face mask and disposable gloves in Barnes' car.  The devices were similar to those used by ELF and ALF in past  SUV fire bombings, and the making of the devices was described on ALF's website. Authorities were unable to confirm a connection between Barnes and ELF/ALF.","Howard Pankratz, ""Man held in SUV sabotage FIREBOMBS FOUND UNDER 7 Similar devices were discovered in the car of Grant Barnes, suspected of attempting to detonate them in Cherry Creek over a four-day span,"" The Denver Post, April 5, 2007.","Howard Pankratz, ""Devices ""identical"" to extremist group's CHERRY CREEK FIREBOMBINGS Investigators will search a suspect's computer for ties to ecoterror groups. Grant Barnes is accused of trying to set off firebombs under 7 SUVs in March,"" The Denver Post, May 22, 2007.","""Man accused of SUV bombings pleads guilty, sentenced to 12 years,"" Associated Press, July 26, 2007.",Eco Project 2010,0,1,0,1,
